Gamme;Nom;Laboratoire;cip7;cip13;EAN;Prix;Remise client;Prix remisé;Quantité minimum;Quantité par multiple
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.M - Orange;LOHMANN & RAUSCHER;;;4063591398297;19.88;35;12.9200;1.0000;0.0000
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.L - Orange;LOHMANN & RAUSCHER;;;4063591398327;19.88;35;12.9200;1.0000;0.0000
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.XL - Orange;LOHMANN & RAUSCHER;;;4063591398358;19.88;35;12.9200;1.0000;0.0000
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.XXL - Orange;LOHMANN & RAUSCHER;;;4063591398389;19.88;35;12.9200;1.0000;0.0000
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.S - Rouge;LOHMANN & RAUSCHER;;;4063591398419;19.88;35;12.9200;1.0000;0.0000
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.M - Rouge;LOHMANN & RAUSCHER;;;4063591398440;19.88;35;12.9200;1.0000;0.0000
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.L - Rouge;LOHMANN & RAUSCHER;;;4063591398471;19.88;35;12.9200;1.0000;0.0000
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.XL - Rouge;LOHMANN & RAUSCHER;;;4063591398501;19.88;35;12.9200;1.0000;0.0000
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.XXL - Rouge;LOHMANN & RAUSCHER;;;4063591398570;19.88;35;12.9200;1.0000;0.0000
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.S - Violet;LOHMANN & RAUSCHER;;;4063591398686;19.88;35;12.9200;1.0000;0.0000
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.M - Violet;LOHMANN & RAUSCHER;;;4063591398716;19.88;35;12.9200;1.0000;0.0000
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.L - Violet;LOHMANN & RAUSCHER;;;4063591398747;19.88;35;12.9200;1.0000;0.0000
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.XL - Violet;LOHMANN & RAUSCHER;;;4063591398778;19.88;35;12.9200;1.0000;0.0000
VELPEAU VEINOCARE;Chaussette Homme Classe 2 T.XXL - Violet;LOHMANN & RAUSCHER;;;4063591399867;19.88;35;12.9200;1.0000;0.0000
CURAPLAST SENSITIVE;Pansement injection 2cmx4cm Bte/500;LOHMANN & RAUSCHER;;;4063591448336;9.69;20;7.7500;1.0000;0.0000
HUILES ESSENTIELLES;BIO Ylang-Ylang Fl/5ml;DAYANG;6283194;;3760162132434;7.8;40;4.6800;1.0000;0.0000
HUILES ESSENTIELLES;BIO Laurier noble Fl/5ml;DAYANG;6283189;;3760162132380;7.5;40;4.5000;1.0000;0.0000
ATB-BIOTE;Gélules Bte/15;DAYANG;6287134;;3760162132458;7.4;40;4.4400;1.0000;0.0000
SAFORELLE;Mousse lavante ultra douce Fl/250ml;BIOCODEX (IPRAD);4423559;;3401344235597;7.55;15;6.4175;1.0000;0.0000
BAIN;Sels de bain Lavande Bte/600g;KNEIPP;;;4008233158655;7.23;13;6.2900;1.0000;0.0000
SOINS ARGILE;Masque argile verte menthe poivrée Tube/100ml;CATTIER;;;3283950924030;4.2;14;3.6100;1.0000;0.0000
SOINS ARGILE;Masque argile rose Aloe vera Tube/100ml;CATTIER;;;3283950924016;4.2;14;3.6100;1.0000;0.0000
CIRCULYMPHE;COMPLEXE H crème Tube/50ml;SANTE VERTE;6259861;;3700695201375;10.29;25;7.7200;1.0000;100.0000
KLORANE CAPILLAIRE;Shampooing à la Pivoine Fl/400ml;KLORANE;6275077;;3282770145076;9.11;14;7.8300;1.0000;0.0000
MERIDOL;Dentifrice protection gencives et haleine fraîche Tube/75ml;COLGATE GABA;;;8718951412378;6.25;26;4.6250;1.0000;0.0000
VLIWASORB SENSITIVE;Super-absorbant 10x20cm Bte/10 LPP;LOHMANN & RAUSCHER;6294200;;6940610104962;28.91;15;24.5735;1.0000;0.0000
VLIWASORB SENSITIVE;Super-absorbant 15x25cm Bte/10 LPP;LOHMANN & RAUSCHER;6294201;;6940610104979;42.06;15;35.7510;1.0000;0.0000
VLIWASORB SENSITIVE;Super-absorbant 20x20cm Bte/10 LPP;LOHMANN & RAUSCHER;6294202;;6940610104986;54.39;15;46.2315;1.0000;0.0000
VLIWASORB SENSITIVE;Super-absorbant 20x30cm Bte/10 LPP;LOHMANN & RAUSCHER;6294203;;6940610104993;76.77;15;65.2545;1.0000;0.0000
VLIWASORB SENSITIVE;Super-absorbant 12.5x12.5cm Bte/10 LPP;LOHMANN & RAUSCHER;6294199;;6940610104955;22.54;15;19.1590;1.0000;0.0000
NOVALAC;BIO lait en poudre 1er âge Bte/800g;NHS MENARINI;;;3518072013011;32.13;29;22.8100;1.0000;0.0000
NOVALAC;(DLC 3 MOIS) BIO lait en poudre 2ème âge Bte/800g;NHS MENARINI;;;3518072023010;29.81;29;11.9240;1.0000;0.0000
NOVALAC;BIO lait en poudre 3ème âge Bte/800g;NHS MENARINI;;;3518072033019;24.614;29;17.4700;1.0000;0.0000
VICHY HOMME;Hydra Cool + Tube/50ml;VICHY;;;3337875586078;15;16;12.6000;1.0000;0.0000
FLUON + ;Comprimés Bte/60;DISSOLVUROL;;;3760164540015;5.2;9;4.7300;1.0000;0.0000
PROBIOLOG;RUPTURE LABO (INDETERMINEE) DIA Plus enfant-nourrisson poudre orale 2 x 10 sticks;MAYOLY PHARMA;;;3701427900030;13.13;19;10.6353;1.0000;0.0000
CREALINE;Defensive Tube /40ml;BIODERMA;6277081;;3701129804445;14.3;18;11.7300;1.0000;0.0000
NOVALAC;Diarinova ARA DHA lait en poudre 0-36 mois Bte/600g;NHS MENARINI;;;3518072973018;27.39;24;20.8200;1.0000;0.0000
CREALINE;Defensive riche Tube/40ml;BIODERMA;6277084;;3701129804476;14.3;18;11.7300;1.0000;0.0000
BEROCCA;(DLC 6 MOIS) Immunité Flash comprimés effervescents Bte/30;BAYER CONSUMER HEALTH;;;3534510001129;12.78;14;5.1120;6.0000;0.0000
KLORANE CAPILLAIRE;Format mini shampooing au lait d'Avoine Fl/100ml;KLORANE;6257744;;3282770145359;3.95;14;3.4000;1.0000;0.0000
KLORANE CAPILLAIRE;RUPTURE LABO (INDETERMINEE) Shampooing au lait d'Avoine Fl/200ml;KLORANE;6257743;;3282770145366;6.11;14;5.2546;1.0000;0.0000
KLORANE CAPILLAIRE;RUPTURE LABO (INDETERMINEE) Shampooing au lait d'Avoine Fl/400ml;KLORANE;6257742;;3282770145373;9.11;14;7.8346;1.0000;0.0000
KLORANE CAPILLAIRE;Shampooing Lin BIO Fl/400ml;KLORANE;6267163;;3282770147308;10.06;14;8.6516;1.0000;0.0000
KLORANE CAPILLAIRE;Baume après shampoing Lin Tube/200ml;KLORANE;6267165;;3282770147469;10.21;14;8.7800;1.0000;0.0000
BEBE;1er Cold cream Tube/75ml;URIAGE;3400860;;3661434008603;7.5;20;6.0000;1.0000;0.0000
BEPANTHENDERMA;(DLC 6 MOIS) Crème riche réparatrice corps Eco-recharge /400ml;BAYER CONSUMER HEALTH;;;3534510000986;15.01;14;6.0040;3.0000;0.0000
BEPANTHENDERMA;Gel lavant doux corps Eco-recharge /400ml;BAYER CONSUMER HEALTH;;;3534510000955;8.89;14;7.6500;3.0000;0.0000
BEPANTHENDERMA;(DLC 3 MOIS) Gel lavant doux corps Fl pompe/400ml;BAYER CONSUMER HEALTH;;;3534510000979;10.93;14;4.3720;3.0000;0.0000
BEPANTHENDERMA;Crème riche réparatrice corps Fl pompe/400ml;BAYER CONSUMER HEALTH;;;3534510000993;16.28;14;14.0000;3.0000;0.0000
BEPANTHENDERMA;Crème nutritive corps Fl pompe/400ml;BAYER CONSUMER HEALTH;;;3534510001020;15.76;14;13.5500;3.0000;0.0000
BEPANTHENDERMA;Baume réparateur intense corps Tube/200ml;BAYER CONSUMER HEALTH;;;3534510001044;13.59;14;11.6900;3.0000;0.0000
BI DIRECTION;Brossettes interdentaires 0.6 mm Bte/6;GUM SUNSTAR;6280835;;7630019904704;4.7;20;3.7600;1.0000;0.0000
BI DIRECTION;Brossettes interdentaires 1.4 mm Bte/6;GUM SUNSTAR;6280834;;7630019904711;4.7;20;3.7600;1.0000;0.0000
VOLTANATURA;Tube/50ml;GSK - HALEON;;;5054563932839;8.2;19;6.6400;1.0000;0.0000
KERACNYL;PP+ crème Tube/30ml;DUCRAY;6262057;;3282770141320;12.51;11;11.1339;1.0000;0.0000
KERACNYL;Glycolic+ crème Tube/30ml;DUCRAY;6255055;;3282770141467;12.51;11;11.1300;1.0000;0.0000
KERACNYL;Gel moussant Fl pompe/400ml;DUCRAY;6253341;;3282770141382;11.51;11;10.2439;1.0000;0.0000
KERACNYL;Gel moussant Tube/200ml;DUCRAY;;;3282770141351;9.01;11;8.0200;1.0000;0.0000
EXTRA-DOUX;Shampoing dermo-protecteur Tube/100ml;DUCRAY;6276286;;3282770148305;3.5;11;3.1200;1.0000;0.0000
EXTRA-DOUX;Shampoing dermo-protecteur Fl/200ml;DUCRAY;6276285;;3282770148299;6.01;11;5.3489;1.0000;0.0000
EXTRA-DOUX;Shampoing dermo-protecteur Fl/400ml;DUCRAY;6276283;;3282770148275;8.71;11;7.7500;1.0000;0.0000
EXTRA-DOUX;Shampoing dermo-protecteur Fl pompe/400ml;DUCRAY;6276284;;3282770148282;9.01;11;8.0200;1.0000;0.0000
BIOLOGY;Lait démaquillant dermatologique BIO Fl/400ml;A-DERMA;6267268;;3282770146530;13.72;13;11.9364;1.0000;0.0000
BIOLOGY;Eau micellaire dermatologique BIO Fl/200ml;A-DERMA;6267272;;3282770146585;8.31;13;7.2300;1.0000;0.0000
BIOLOGY;Eau micellaire dermatologique BIO Fl/400ml;A-DERMA;6267271;;3282770146578;10.01;13;8.7087;1.0000;0.0000
BIOLOGY;Crème riche hydratante dermatologique BIO Tube/40ml;A-DERMA;6267274;;3282770146615;13.42;13;11.6800;1.0000;0.0000
BIOLOGY;Crème légère hydratante dermatologique BIO Tube/40ml;A-DERMA;6267275;;3282770146646;13.42;13;11.6754;1.0000;0.0000
BIOLOGY;AR Soin anti-rougeurs dermatologique BIO Tube/40ml;A-DERMA;6267279;;3282770146691;14.32;13;12.4600;1.0000;0.0000
BIOLOGY;CALM Soin apaisant dermatologique BIO Tube/40ml;A-DERMA;6267277;;3282770146677;14.32;13;12.4600;1.0000;0.0000
IMODIUM ;Duo comprimés Bte/12;KENVUE - JOHNSON ET JOHNSON;3788224;;3400937882248;6.92;20;5.5400;12.0000;0.0000
MUCOGYNE;Gel vaginal lubrifiant usage intime Tube/70ml;BIOCODEX (IPRAD);6249675;;3700399101384;14.02;14;12.0572;1.0000;0.0000
THALAMAG;BOOST Comprimés Bte/30;BIOCODEX (IPRAD);6264977;;3700399101582;12.43;19;10.0683;1.0000;0.0000
DERMOPHIL INDIEN;Stick lèvres BIO réparation lèvres abîmées Stick/4g;DERMOPHIL (MELISANA);;;3700322004478;5.35;17;4.4405;1.0000;0.0000
SUCETTE ANATOMIQUE;Comfort Bleu 0-2 mois silicone Bte/2;MAM;6295555;;9001616814099;10.43;25;7.8200;1.0000;0.0000
SUCETTE ANATOMIQUE;Comfort Rose 0-2 mois silicone Bte/2;MAM;6295556;;9001616814105;10.43;25;7.8200;1.0000;0.0000
ANNEAU DE DENTITION;Réfrigérant avec attache 2 mois et + (coloris aléatoire);MAM;6293202;;9001616814235;7.55;25;5.6600;1.0000;0.0000
COLD CREAM;Stick lèvres /4g;AVENE;6243002;;3282770142112;4.91;15;4.1700;1.0000;0.0000
COLD CREAM;DUO Stick lèvres 2x4g;AVENE;2504050;;3282770149401;8.34;15;7.0900;1.0000;0.0000
SOINS LEVRES;Stick lèvres hydratant /4g;AVENE;6264419;;3282770146264;3.6;15;3.0600;1.0000;0.0000
SOINS LEVRES;DUO Stick lèvres hydratant 2x4g;AVENE;2504051;;3282770149418;6.13;15;5.2100;1.0000;0.0000
SOINS LEVRES;Baume hydratation 24h Pot/10g;AVENE;6273813;;3282770147261;7.41;15;6.3000;1.0000;0.0000
UREA REPAIR;PLUS émollient 10% d'Urée Fl/250ml;EUCERIN;9960629;;4005800024146;15.05;22;11.7390;1.0000;0.0000
PH5;Huile de douche peau sensible Fl/100ml;EUCERIN;6166997;;4005900599988;6.05;22;4.7190;1.0000;0.0000
AQUAPHOR;Baume réparateur cutané 2Tubes/10ml;EUCERIN;6121773;;4005800220173;7;27;5.1100;1.0000;0.0000
SOINS VISAGE;Poudre purifiante 3 en 1 Menthe aquatique BIO Fl/50g;KLORANE;6269282;;3282770147322;11.41;14;9.8100;1.0000;0.0000
SOINS VISAGE;Crème pureté à la menthe aquatique BIO Tube/40ml;KLORANE;6269279;;3282770146929;14.92;14;12.8300;1.0000;0.0000
FORCAPIL;Anti-chute comprimés Bte/90 2 + 1 mois OFFERT;ARKOPHARMA;;;3578835502954;37.3;35;24.2450;1.0000;0.0000
MAG'300+;Comprimés Bte/80;BOIRON;;;3352712008117;10.35;19;8.3800;1.0000;0.0000
MAG'300+;Comprimés Bte/160;BOIRON;;;3352712008124;17.75;19;14.3800;1.0000;0.0000
STORINYL;Sirop Fl/200ml;BOIRON;;;3400930229378;8.4;19;6.8000;1.0000;0.0000
PULMOLL;Classic Rétro pastilles à sucer Bte/75g;PULMOLL;;;4002590705989;3.98;13;3.4600;1.0000;0.0000
MAINS ET ONGLES;Dissolvant doux BIO Fl/200ml;AVRIL COSMETIQUE BIO;;;3662217011735;7.61;30;5.3300;1.0000;0.0000
MAINS ET ONGLES;Vernis à ongles 2 en 1 base + top coat Fl/7ml;AVRIL COSMETIQUE BIO;;;3662217010523;3.39;30;2.3700;1.0000;0.0000
DEODORANT;BIO Spr/150ml;AVRIL COSMETIQUE BIO;;;3662217007042;5.92;30;4.1400;1.0000;0.0000
SOINS VISAGE;Sérum action rides Fl pompe/30ml en verre;LA CHENAIE;;;3760242400446;46.22;4;44.3700;1.0000;0.0000
SOINS VISAGE;Recharge sérum action rides Fl/30ml;LA CHENAIE;;;3760242400453;34.5;4;33.1200;1.0000;0.0000
COFFRET;Noël Duo Nutrition;LA CHENAIE;;;3760242400477;34.22;4;32.8500;1.0000;0.0000
CONTACT;PLUS Préservatifs avec réservoir lubrifiés Bte/12;MANIX;;;3532281684602;9.45;38;5.8600;1.0000;0.0000
CHONDRO-AID;Flash roll-on Fl/60ml;ARKOPHARMA;;;3578835503470;15.25;30;10.6750;1.0000;0.0000
CHONDRO-AID;Flash crème Tube/60ml;ARKOPHARMA;;;3578835503463;15.25;30;10.6750;1.0000;0.0000
CHONDRO-AID;100% articulations gélules Bte/60;ARKOPHARMA;;;3578835503432;22.05;30;15.4350;1.0000;0.0000
FORCAPIL;Croissance gommes Bte/60;ARKOPHARMA;;;3578835503494;22.35;35;14.5275;1.0000;0.0000
ARKORELAX;Sirop sommeil Kids BIO Fl/100ml;ARKOPHARMA;;;3578835503388;13.7;30;9.5900;1.0000;0.0000
HYALURON FILLER;+3x EFFECT Soin de jour peau sèche SPF15 Pot/50ml;EUCERIN;6290897;;4005800294747;29.65;22;23.1270;1.0000;0.0000
HYALURON FILLER;+3x EFFECT Soin de jour peau normale à mixte Fl pompe/50ml;EUCERIN;6290896;;4005800294778;29.65;22;23.1270;1.0000;0.0000
HYALURON FILLER;+3x EFFECT Soin de nuit raffermissant Pot/50ml;EUCERIN;6290899;;4005800294808;29.65;22;23.1270;1.0000;0.0000
JET DENTAIRE;MY FIRST Jet Dentaire Ultra Compact Noir;NEOPULSE;;3770014324160;3770014324160;80.58;35;52.3800;1.0000;0.0000
DERMOPURE;Clinical fluide triple action Fl pompe/40ml;EUCERIN;6288089;;4005800295003;13.6;22;10.6080;1.0000;0.0000
PEDIAKID;Toux sèche et grasse sirop citron Fl/125ml;INELDEA;6216815;;3700225602580;8.9;10;8.0100;1.0000;0.0000
PEDIAKID;Vitamine D3 200UI Fl/20ml compte-gouttes;INELDEA;5354547;;3700225602184;8.75;10;7.8750;1.0000;0.0000
PEDIAKID;Oti-Protect spray auriculaire Spr/30ml;INELDEA;6222513;;3700225602641;10.25;10;9.2250;1.0000;0.0000
OLIOSEPTIL GORGE LARYNX;Pastilles miel plantes Bte/24;INELDEA;9946687;;3700225603259;8.65;10;7.7850;1.0000;0.0000
SANTÉ NATURELLE;Artrobiol Plus confort articulaire & mobilité gélules Bte/120;INELDEA;8164600;;3700225640735;21;10;18.9000;1.0000;0.0000
SANTÉ NATURELLE;Detox Colon sachets 10g Bte/10;INELDEA;6021311;;3700225640773;18.50;10;16.6500;1.0000;0.0000
SANTÉ NATURELLE;Hepatobil détoxification du foie gélules Bte/90;INELDEA;8164066;;3700225640605;20.50;10;18.4500;1.0000;0.0000
SANTÉ NATURELLE;Mafloril 10M soutient la flore intestinale gélules Bte/30;INELDEA;6027238;;3700225640780;23;10;20.7000;1.0000;0.0000
SANTÉ NATURELLE;Mafloril ATB soutien de la flore intestinale gélules Bte/10;INELDEA;6103111;;3700225640889;12.50;10;11.2500;1.0000;0.0000
SANTÉ NATURELLE;Silibiol silicium organique protection cellulaire & anti-âge Fl/500ml;INELDEA;8163865;;3700225640674;22.40;10;20.1600;1.0000;0.0000
VITAMIN'22;(DLC 6 MOIS) Acérola 1000 vitamine C naturelle comprimés Bte/24;INELDEA;4121605;;3700225600807;7.50;10;3.7500;1.0000;0.0000
VITAMIN'22;Cafeine + Energy instant sticks Bte/14;INELDEA;2105499;;3700225600814;9;10;8.1000;1.0000;0.0000
VITAMIN'22;Cure Flash flacons doses 7x30ml;INELDEA;4394467;;3700225600463;12.90;10;11.6100;1.0000;0.0000
MITOSYL;Pommade protectrice pour le change Tube/65g;EG LABO;6239536;;3664798029222;7.35;28;5.2920;1.0000;0.0000
BIO PHYTO UNITAIRE AMPOULES;Radis Noir & Artichaut 10ml Bte/20;DAYANG;6276623;;3760162132373;11.80;40;7.0800;1.0000;0.0000
COMPRIMES;Neutra'Rub Bte/15;DAYANG;6291835;;3760162132601;8.9;40;5.3400;1.0000;0.0000
COMPRIMES;Energie Bte/30;DAYANG;6292107;;3760162132496;9.5;40;5.7000;1.0000;0.0000
COMPRIMES;Boost Bte/20;DAYANG;6292109;;3760162132502;8.5;40;5.1000;1.0000;0.0000
COMPRIMES;Défenses immunitaires Bte/30;DAYANG;6293112;;3760162132540;12.3;40;7.3800;1.0000;0.0000
COMPRIMES;Vitalité senior Bte/30;DAYANG;6292108;;3760162132519;12.3;40;7.3800;1.0000;0.0000
HOMEODENT;Dentifrice 1ères dents 2-6 ans fruits rouges Tube/50ml;BOIRON;;;3352712008490;4.3;19;3.4800;1.0000;0.0000
LUXEOL;Gummies force & croissance Bte/60;LUXEOL (NUTRAVALIA);6297482;;3760007337109;24.69;35;16.0500;1.0000;0.0000
DERCOS TECHNIQUE;Shampooing Psolution traitant kératoréducteur Fl/200ml;VICHY;;;3337875787222;12.2;12;10.7400;1.0000;0.0000
LAIT INFANTILE;1er âge chèvre 0-6 mois Bte/800g;BIOSTIME;;;3700763508535;38.4;22.5;29.7600;1.0000;0.0000
LAIT INFANTILE;2ème âge chèvre 6-12 mois Bte/800g;BIOSTIME;;;3700763508542;38.4;22.5;29.7600;1.0000;0.0000
LAIT INFANTILE;3ème âge chèvre 10-36 mois Bte/800g;BIOSTIME;;;3700763508559;38.4;22.5;29.7600;1.0000;0.0000
PROTECT-DAB;Protection étanche avant-bras pour douche;IGLOO;;;3615570000656;15.5;8;14.2600;1.0000;0.0000
PROTECT-DB;Protection étanche bras pour douche;IGLOO;;;3615570000649;16.5;8;15.1800;1.0000;0.0000
CARE +;Patch bouton de fièvre avec applicateur Bte/15;EG LABO;6292829;;3615840000317;10.48;39;6.3900;1.0000;0.0000
CANEPHRON;Comprimés pelliculés Bte/30;BOIRON;;3400930214138;3400930214138;15.7;19;12.7170;1.0000;0.0000
AQUALARM;Intensive UD solution ophtalmique 30Unid/0,5ml;CHAUVIN BAUSCH & LOMB;;;3614790000606;9.95;27;7.2600;1.0000;0.0000
AQUALARM;UP 2% Solution ophtalmique lubrifiante humidifiante Fl/10ml;CHAUVIN BAUSCH & LOMB;;;3614790000583;7.6;27;5.5480;1.0000;0.0000
SHAMPOOING SOLIDE;Saponifié à froid cheveux normaux BIO 100g;AVRIL COSMETIQUE BIO;;;3662217011742;6.77;30;4.7400;1.0000;0.0000
LUXEOL;Traitement Antichute Réactionnelle gélules Bte/90;LUXEOL (NUTRAVALIA);;;3760007336607;48.85;35;31.7500;1.0000;0.0000
SONIC SENSITIVE;Brosse à dents électrique à pile;GUM SUNSTAR;6275693;;7630019904735;13.5;35;8.7750;1.0000;0.0000
SONIC SENSITIVE;Recharges brosse à dents électrique Bte/2;GUM SUNSTAR;6275694;;7630019904742;6.7;20;5.3600;1.0000;0.0000
PURESSENTIEL RESPIRATOIRE;Spray hygiène nasale hydratant Spr/100ml;PURESSENTIEL;6274505;3701056802248;3701056802248;8.99;30;6.2900;1.0000;0.0000
PURESSENTIEL RESPIRATOIRE;Spray hygiène nasale 'jet fort' Spr/100ml;PURESSENTIEL;6274504;3701056802231;3701056802231;8.99;30;6.2900;1.0000;0.0000
SKINTAPE;Chevillère droite T1;ORLIMAN (SM EUROPE);6297257;;8435025904866;21.12;33;14.1500;1.0000;0.0000
SKINTAPE;Chevillère droite T2;ORLIMAN (SM EUROPE);6297258;;8435025904873;21.12;33;14.1500;1.0000;0.0000
SKINTAPE;Chevillère droite T3;ORLIMAN (SM EUROPE);6297259;;8435025904880;21.12;33;14.1500;1.0000;0.0000
SKINTAPE;Chevillère gauche T1;ORLIMAN (SM EUROPE);6297263;;8435025904897;21.12;33;14.1500;1.0000;0.0000
SKINTAPE;Chevillère gauche T2;ORLIMAN (SM EUROPE);6297262;;8435025904903;21.12;33;14.1500;1.0000;0.0000
SKINTAPE;Chevillère gauche T3;ORLIMAN (SM EUROPE);6297261;;8435025904996;21.12;33;14.1500;1.0000;0.0000
SKINTAPE;Coudière T1;ORLIMAN (SM EUROPE);6297252;;8435025924772;21.2;33;14.2000;1.0000;0.0000
SKINTAPE;Coudière T2;ORLIMAN (SM EUROPE);6297253;;8435025924789;21.2;33;14.2000;1.0000;0.0000
SKINTAPE;Coudière T3;ORLIMAN (SM EUROPE);6297255;;8435025924796;21.2;33;14.2000;1.0000;0.0000
SKINTAPE;Coudière T4;ORLIMAN (SM EUROPE);6297256;;8435025924802;21.2;33;14.2000;1.0000;0.0000
SKINTAPE;Genouillère T1;ORLIMAN (SM EUROPE);6297245;;8435025928442;30.1;33;20.1700;1.0000;0.0000
SKINTAPE;Genouillère T2;ORLIMAN (SM EUROPE);6297246;;8435025928459;30.1;33;20.1700;1.0000;0.0000
SKINTAPE;Genouillère T3;ORLIMAN (SM EUROPE);6297247;;8435025928466;30.1;33;20.1700;1.0000;0.0000
SKINTAPE;Genouillère T4;ORLIMAN (SM EUROPE);6297249;;8435025928473;30.1;33;20.1700;1.0000;0.0000
SKINTAPE;Genouillère T5;ORLIMAN (SM EUROPE);6297250;;8435025928480;30.1;33;20.1700;1.0000;0.0000
SKINTAPE;Molletière T1;ORLIMAN (SM EUROPE);6297235;;8435025929494;21.15;33;14.1700;1.0000;0.0000
SKINTAPE;Molletière T2;ORLIMAN (SM EUROPE);6297236;;8435025929500;21.15;33;14.1700;1.0000;0.0000
SKINTAPE;Molletière T3;ORLIMAN (SM EUROPE);6297237;;8435025929517;21.15;33;14.1700;1.0000;0.0000
SKINTAPE;Molletière T4;ORLIMAN (SM EUROPE);6297238;;8435025929647;21.15;33;14.1700;1.0000;0.0000
SKINTAPE;Molletière T5;ORLIMAN (SM EUROPE);6297239;;8435025929654;21.15;33;14.1700;1.0000;0.0000
SKINTAPE;Cuissard T1;ORLIMAN (SM EUROPE);6297240;;8435025929661;22.42;33;15.0200;1.0000;0.0000
SKINTAPE;Cuissard T2;ORLIMAN (SM EUROPE);6297241;;8435025929678;22.42;33;15.0200;1.0000;0.0000
SKINTAPE;Cuissard T3;ORLIMAN (SM EUROPE);6297242;;8435025929685;22.42;33;15.0200;1.0000;0.0000
SKINTAPE;Cuissard T4;ORLIMAN (SM EUROPE);6297243;;8435025929692;22.42;33;15.0200;1.0000;0.0000
SKINTAPE;Cuissard T5;ORLIMAN (SM EUROPE);6297244;;8435025929708;22.42;33;15.0200;1.0000;0.0000
SKINTAPE;Attelle de poignet-pouce T1;ORLIMAN (SM EUROPE);6297264;;8435025931220;17.09;33;11.4500;1.0000;0.0000
SKINTAPE;Attelle de poignet-pouce T2;ORLIMAN (SM EUROPE);6297265;;8435025931558;17.09;33;11.4500;1.0000;0.0000
SKINTAPE;Attelle de poignet-pouce T3;ORLIMAN (SM EUROPE);6297266;;8435025931565;17.09;33;11.4500;1.0000;0.0000
EPI CONTROL;Attelle de poignet T1;ORLIMAN (SM EUROPE);6287392;8435025931572;8435025931572;42.84;33;28.7000;1.0000;0.0000
EPI CONTROL;Attelle de poignet T2;ORLIMAN (SM EUROPE);6287393;8435025931589;8435025931589;42.84;33;28.7000;1.0000;0.0000
EPI CONTROL;Attelle de poignet T3;ORLIMAN (SM EUROPE);6287394;8435025931848;8435025931848;42.84;33;28.7000;1.0000;0.0000
RENU MPS;Flight Pack solution multifonctions Fl/100ml + 1 étui;CHAUVIN BAUSCH & LOMB;;;7391899856216;7.75;27;5.6575;1.0000;0.0000
BIOTRUE;Flight Pack solution multifonctions Fl/100ml + 1 étui;CHAUVIN BAUSCH & LOMB;;;7391899856148;7.95;27;5.8000;1.0000;0.0000
PROBIOLOG;Fort gélules maxi format Bte/90;MAYOLY PHARMA;;;3701427900504;46.9;19;37.9900;1.0000;0.0000
EAU PRECIEUSE;Lotion lot de 2 Fl/375ml;OMEGA PHARMA BY PERRIGO;;;3595890243561;20.94;18;17.1700;1.0000;0.0000
BI OIL;Huile de soin Fl/200ml;OMEGA PHARMA BY PERRIGO;;;6001159122852;28.59;18;23.4400;1.0000;0.0000
BI OIL;Huile de soin Fl/60ml;OMEGA PHARMA BY PERRIGO;;;6001159122876;11.75;19;9.5200;1.0000;0.0000
BI OIL;Huile de soin Fl/125ml;OMEGA PHARMA BY PERRIGO;;;6001159122869;21.06;18;17.2700;1.0000;0.0000
BI OIL;Huile de soin naturelle Fl/200ml;OMEGA PHARMA BY PERRIGO;;;6001159124887;32.16;18;26.3700;1.0000;0.0000
BI OIL;Huile de soin naturelle Fl/60ml;OMEGA PHARMA BY PERRIGO;;;6001159124863;13.21;18;10.8300;1.0000;0.0000
WARTNER BY CRYOPHARMA;Acide stylo anti-verrues 2.0;OMEGA PHARMA BY PERRIGO;;;3595890248108;16.69;20;13.3500;1.0000;0.0000
WARTNER BY CRYOPHARMA;Cryothérapie verrues des mains et pieds Fl/14ml;OMEGA PHARMA BY PERRIGO;;;3595890250446;20.27;20;16.2160;1.0000;0.0000
WARTNER BY CRYOPHARMA;Ongles mycosés Fl/7ml;OMEGA PHARMA BY PERRIGO;;;3595890236006;18.39;20;14.7100;1.0000;0.0000
DUO LP PRO;Lotion anti-poux et lentes Fl/200ml;OMEGA PHARMA BY PERRIGO;;;3595890228728;31.51;34;20.8000;1.0000;0.0000
STERIMAR SINUSITE;Nez très bouché Spr/50ml;SOFIBEL - FUMOUZE;;3331300098167;3331300098167;11.2;30;7.8400;1.0000;0.0000
PARANIX;(DLC 6 MOIS) Anti-poux extra fort lotion 5min Fl/200ml + peigne;OMEGA PHARMA BY PERRIGO;;;3595890250651;28.56;34;11.4240;1.0000;0.0000
PHYTOSUN ARÔMS;Spray nasal Spr/20ml;OMEGA PHARMA BY PERRIGO;;;3595899930837;9.98;17;8.2800;1.0000;0.0000
